,Dishes,sum_Energy,sum_Protein,sum_TotalFat,sum_SaturatedFat,sum_TransFat,sum_Carbohydrate,sum_Sugars,sum_Sodium,Types
3098,"Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1278,83.6,60.400000000000006,8.1,0,100.2,10.4,2307,"Meat,Salad,Wrap"
3099,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1267,86.0,59.6,8.1,0,97.10000000000001,11.0,2294,"Meat,Salad,Wrap"
3100,"Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1274,73.8,63.300000000000004,11.0,0,102.7,13.5,2502,"Meat,Sandwich,Wrap"
3101,"Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1242,72.7,61.7,10.200000000000001,0,99.5,12.2,2349,"Meat,Sandwich,Wrap"
3102,"Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1300,75.0,65.4,10.200000000000001,0,103.2,11.1,2423,"Meat,Sandwich,Wrap"
3103,"Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1214,72.1,63.60000000000001,9.4,0,88.5,11.1,2295,"Meat,Salad,Sandwich,Wrap"
3104,"Chicken_Caesar_Salad,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1203,74.5,62.800000000000004,9.4,0,85.4,11.7,2282,"Meat,Salad,Sandwich,Wrap"
3105,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1186,72.0,54.1,8.6,0,103.3,13.0,2408,"Meat,Sandwich,Wrap"
3106,"Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1244,74.3,57.800000000000004,8.6,0,107.0,11.9,2482,"Meat,Sandwich,Wrap"
3107,"Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1158,71.39999999999999,56.0,7.800000000000001,0,92.3,11.9,2354,"Meat,Salad,Sandwich,Wrap"
3108,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1147,73.8,55.2,7.800000000000001,0,89.2,12.5,2341,"Meat,Salad,Sandwich,Wrap"
3109,"Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1212,73.2,56.2,7.800000000000001,0,103.8,10.6,2329,"Meat,Sandwich,Wrap"
3110,"Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1126,70.3,54.400000000000006,7.0,0,89.1,10.6,2201,"Meat,Salad,Sandwich,Wrap"
3111,"Chicken_Caesar_Salad,Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1115,72.7,53.6,7.0,0,86.0,11.2,2188,"Meat,Salad,Sandwich,Wrap"
3112,"Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1184,72.6,58.10000000000001,7.0,0,92.8,9.5,2275,"Meat,Salad,Sandwich,Wrap"
3113,"Chicken_Caesar_Salad,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1173,75.0,57.300000000000004,7.0,0,89.7,10.1,2262,"Meat,Salad,Sandwich,Wrap"
3114,"Chicken_Caesar_Salad,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1087,72.1,55.5,6.199999999999999,0,75.0,10.1,2134,"Meat,Salad,Wrap"
3115,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1144,73.5,55.0,12.0,0,89.1,11.5,2302,"Meat,Sandwich,Wrap"
3116,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1112,72.4,53.4,11.200000000000001,0,85.89999999999999,10.2,2149,"Meat,Sandwich,Wrap"
3117,"Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1170,74.7,57.1,11.200000000000001,0,89.6,9.1,2223,"Meat,Sandwich,Wrap"
3118,"Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1084,71.8,55.3,10.4,0,74.89999999999999,9.1,2095,"Meat,Salad,Sandwich,Wrap"
3119,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1073,74.2,54.5,10.4,0,71.8,9.7,2082,"Meat,Salad,Sandwich,Wrap"
3120,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1056,71.7,45.8,9.6,0,89.7,11.0,2208,"Meat,Sandwich,Wrap"
3121,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1114,74.0,49.5,9.6,0,93.4,9.9,2282,"Meat,Sandwich,Wrap"
3122,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1028,71.1,47.7,8.8,0,78.7,9.9,2154,"Meat,Salad,Sandwich,Wrap"
3123,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1017,73.5,46.9,8.8,0,75.60000000000001,10.5,2141,"Meat,Salad,Sandwich,Wrap"
3124,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1082,72.9,47.9,8.8,0,90.2,8.6,2129,"Meat,Sandwich,Wrap"
3125,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",996,70.0,46.099999999999994,8.0,0,75.5,8.6,2001,"Meat,Salad,Sandwich,Wrap"
3126,"Chicken_Caesar_Salad,Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",985,72.4,45.3,8.0,0,72.4,9.2,1988,"Meat,Salad,Sandwich,Wrap"
3127,"Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",1054,72.3,49.8,8.0,0,79.2,7.5,2075,"Meat,Salad,Sandwich,Wrap"
3128,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1043,74.7,49.0,8.0,0,76.10000000000001,8.1,2062,"Meat,Salad,Sandwich,Wrap"
3129,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",957,71.80000000000001,47.2,7.199999999999999,0,61.4,8.1,1934,"Meat,Salad,Wrap"
3130,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",992,60.2,49.0,10.9,0,78.0,11.7,2196,"Meat,Sandwich,Wrap"
3131,"Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1050,62.5,52.7,10.9,0,81.7,10.6,2270,"Meat,Sandwich,Wrap"
3132,"Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",964,59.6,50.900000000000006,10.1,0,67.0,10.6,2142,"Meat,Salad,Sandwich,Wrap"
3133,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",953,62.0,50.1,10.1,0,63.900000000000006,11.2,2129,"Meat,Salad,Sandwich,Wrap"
3134,"Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",1018,61.400000000000006,51.1,10.1,0,78.5,9.299999999999999,2117,"Meat,Sandwich,Wrap"
3135,"Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",932,58.50000000000001,49.3,9.299999999999999,0,63.8,9.299999999999999,1989,"Meat,Salad,Sandwich,Wrap"
3136,"Chicken_Caesar_Salad,Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",921,60.900000000000006,48.5,9.299999999999999,0,60.7,9.899999999999999,1976,"Meat,Salad,Sandwich,Wrap"
3137,"Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",990,60.800000000000004,53.0,9.299999999999999,0,67.5,8.2,2063,"Meat,Salad,Sandwich,Wrap"
3138,"Chicken_Caesar_Salad,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",979,63.2,52.2,9.299999999999999,0,64.4,8.799999999999999,2050,"Meat,Salad,Sandwich,Wrap"
3139,"Chicken_Caesar_Salad,Sweet_Pepper_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",893,60.300000000000004,50.400000000000006,8.5,0,49.7,8.799999999999999,1922,"Meat,Salad,Sandwich,Wrap"
3140,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",962,60.7,43.5,8.5,0,82.3,10.1,2176,"Meat,Sandwich,Wrap"
3141,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",876,57.800000000000004,41.7,7.699999999999999,0,67.6,10.1,2048,"Meat,Salad,Sandwich,Wrap"
3142,"Chicken_Caesar_Salad,Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",865,60.2,40.9,7.699999999999999,0,64.5,10.7,2035,"Meat,Salad,Sandwich,Wrap"
3143,"Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",934,60.1,45.400000000000006,7.699999999999999,0,71.3,9.0,2122,"Meat,Salad,Sandwich,Wrap"
3144,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",923,62.5,44.6,7.699999999999999,0,68.2,9.6,2109,"Meat,Salad,Sandwich,Wrap"
3145,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",837,59.6,42.8,6.9,0,53.5,9.6,1981,"Meat,Salad,Sandwich,Wrap"
3146,"Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",902,59.00000000000001,43.8,6.9,0,68.1,7.699999999999999,1969,"Meat,Salad,Sandwich,Wrap"
3147,"Chicken_Caesar_Salad,Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap",891,61.400000000000006,43.0,6.9,0,65.0,8.299999999999999,1956,"Meat,Salad,Sandwich,Wrap"
3148,"Chicken_Caesar_Salad,Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",805,58.50000000000001,41.2,6.1,0,50.3,8.299999999999999,1828,"Meat,Salad,Sandwich,Wrap"
3149,"Chicken_Caesar_Salad,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad",863,60.800000000000004,44.900000000000006,6.1,0,54.0,7.2,1902,"Meat,Salad,Sandwich,Wrap"
3150,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich",1351,82.3,66.7,12.0,0,105.8,13.7,2383,"Meat,Sandwich,Wrap"
3151,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich",1319,81.2,65.10000000000001,11.200000000000001,0,102.6,12.399999999999999,2230,"Meat,Sandwich,Wrap"
3152,"Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich",1377,83.5,68.8,11.200000000000001,0,106.3,11.299999999999999,2304,"Meat,Sandwich,Wrap"
3153,"Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Chef_Salad",1291,80.6,67.0,10.4,0,91.6,11.299999999999999,2176,"Meat,Salad,Sandwich,Wrap"
3154,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich",1280,83.0,66.2,10.4,0,88.5,11.899999999999999,2163,"Meat,Salad,Sandwich,Wrap"
3155,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1263,80.5,57.5,9.6,0,106.39999999999999,13.2,2289,"Meat,Sandwich,Wrap"
3156,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich",1321,82.8,61.2,9.6,0,110.1,12.1,2363,"Meat,Sandwich,Wrap"
3157,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Chef_Salad",1235,79.89999999999999,59.400000000000006,8.8,0,95.39999999999999,12.1,2235,"Meat,Salad,Sandwich,Wrap"
3158,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1224,82.3,58.6,8.8,0,92.3,12.7,2222,"Meat,Salad,Sandwich,Wrap"
3159,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich",1289,81.7,59.6,8.8,0,106.89999999999999,10.799999999999999,2210,"Meat,Sandwich,Wrap"
3160,"Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Chef_Salad",1203,78.8,57.8,8.0,0,92.19999999999999,10.799999999999999,2082,"Meat,Salad,Sandwich,Wrap"
3161,"Chicken_Caesar_Salad,Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1192,81.2,57.0,8.0,0,89.1,11.399999999999999,2069,"Meat,Salad,Sandwich,Wrap"
3162,"Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Chef_Salad",1261,81.1,61.5,8.0,0,95.89999999999999,9.7,2156,"Meat,Salad,Sandwich,Wrap"
3163,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich",1250,83.5,60.7,8.0,0,92.8,10.299999999999999,2143,"Meat,Salad,Sandwich,Wrap"
3164,"Chicken_Caesar_Salad,Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Chef_Salad",1164,80.6,58.900000000000006,7.199999999999999,0,78.1,10.299999999999999,2015,"Meat,Salad,Wrap"
3165,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich",1199,69.0,60.699999999999996,10.9,0,94.7,13.899999999999999,2277,"Meat,Sandwich,Wrap"
3166,"Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich",1257,71.3,64.39999999999999,10.9,0,98.4,12.799999999999999,2351,"Meat,Sandwich,Wrap"
3167,"Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Chef_Salad",1171,68.39999999999999,62.599999999999994,10.1,0,83.7,12.799999999999999,2223,"Meat,Salad,Sandwich,Wrap"
3168,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich",1160,70.8,61.8,10.1,0,80.60000000000001,13.399999999999999,2210,"Meat,Salad,Sandwich,Wrap"
3169,"Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich",1225,70.2,62.8,10.1,0,95.2,11.499999999999998,2198,"Meat,Sandwich,Wrap"
3170,"Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Chef_Salad",1139,67.3,61.0,9.299999999999999,0,80.5,11.499999999999998,2070,"Meat,Salad,Sandwich,Wrap"
3171,"Chicken_Caesar_Salad,Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich",1128,69.7,60.199999999999996,9.299999999999999,0,77.4,12.099999999999998,2057,"Meat,Salad,Sandwich,Wrap"
3172,"Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Chef_Salad",1197,69.6,64.7,9.299999999999999,0,84.2,10.399999999999999,2144,"Meat,Salad,Sandwich,Wrap"
3173,"Chicken_Caesar_Salad,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich",1186,72.0,63.9,9.299999999999999,0,81.10000000000001,10.999999999999998,2131,"Meat,Salad,Sandwich,Wrap"
3174,"Chicken_Caesar_Salad,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Chef_Salad",1100,69.1,62.099999999999994,8.5,0,66.4,10.999999999999998,2003,"Meat,Salad,Sandwich,Wrap"
3175,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich",1169,69.5,55.2,8.5,0,99.0,12.299999999999999,2257,"Meat,Sandwich,Wrap"
3176,"Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Chef_Salad",1083,66.6,53.400000000000006,7.699999999999999,0,84.3,12.299999999999999,2129,"Meat,Salad,Sandwich,Wrap"
3177,"Chicken_Caesar_Salad,Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1072,69.0,52.6,7.699999999999999,0,81.2,12.899999999999999,2116,"Meat,Salad,Sandwich,Wrap"
3178,"Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Chef_Salad",1141,68.89999999999999,57.10000000000001,7.699999999999999,0,88.0,11.2,2203,"Meat,Salad,Sandwich,Wrap"
3179,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich",1130,71.3,56.300000000000004,7.699999999999999,0,84.9,11.799999999999999,2190,"Meat,Salad,Sandwich,Wrap"
3180,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Chef_Salad",1044,68.4,54.5,6.9,0,70.2,11.799999999999999,2062,"Meat,Salad,Sandwich,Wrap"
3181,"Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Chef_Salad",1109,67.8,55.5,6.9,0,84.8,9.9,2050,"Meat,Salad,Sandwich,Wrap"
