,Dishes,sum_Energy,sum_Protein,sum_TotalFat,sum_SaturatedFat,sum_TransFat,sum_Carbohydrate,sum_Sugars,sum_Sodium,Types
691,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Chef_Salad,Herbs_Chicken_Breast",698,49.50000000000001,32.7,5.800000000000001,0,51.2,6.4,1756,"Meat,Salad,Sandwich,Wrap"
692,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Chicken_Caesar_Salad",687,51.900000000000006,31.9,5.800000000000001,0,48.10000000000001,7.0,1743,"Meat,Salad,Sandwich,Wrap"
693,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",752,51.300000000000004,32.9,5.8,0,62.7,5.1,1731,"Meat,Sandwich,Wrap"
694,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad,Super_Club_Sandwich,Herbs_Chicken_Breast",666,48.400000000000006,31.1,5.0,0,48.0,5.1,1603,"Meat,Salad,Sandwich,Wrap"
695,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Super_Club_Sandwich,Herbs_Chicken_Breast,Chicken_Caesar_Salad",655,50.800000000000004,30.3,5.0,0,44.900000000000006,5.7,1590,"Meat,Salad,Sandwich,Wrap"
696,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",724,50.7,34.8,5.0,0,51.7,4.0,1677,"Meat,Salad,Sandwich,Wrap"
697,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Chicken_Caesar_Salad",713,53.1,34.0,5.0,0,48.60000000000001,4.6000000000000005,1664,"Meat,Salad,Sandwich,Wrap"
698,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad,Herbs_Chicken_Breast,Chicken_Caesar_Salad",627,50.2,32.2,4.2,0,33.900000000000006,4.6000000000000005,1536,"Meat,Salad,Wrap"
699,"Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1141,72.9,56.1,9.3,0,86.2,8.7,1938,"Meat,Sandwich,Wrap"
700,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1085,72.2,48.5,7.7,0,90.0,9.5,1997,"Meat,Sandwich,Wrap"
701,"Caesar_Chicken_Cold_Wrap,Super_Club_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1053,71.10000000000001,46.9,6.9,0,86.8,8.2,1844,"Meat,Sandwich,Wrap"
702,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1111,73.4,50.6,6.9,0,90.5,7.1,1918,"Meat,Sandwich,Wrap"
703,"Caesar_Chicken_Cold_Wrap,Chef_Salad,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1025,70.5,48.8,6.1,0,75.8,7.1,1790,"Meat,Salad,Wrap"
704,"Caesar_Chicken_Cold_Wrap,Chicken_Caesar_Salad,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1014,72.9,48.0,6.1,0,72.7,7.7,1777,"Meat,Salad,Wrap"
705,"Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1021,60.7,51.7,9.0,0,78.3,10.2,1985,"Meat,Sandwich,Wrap"
706,"Bacon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",989,59.60000000000001,50.1,8.2,0,75.1,8.9,1832,"Meat,Sandwich,Wrap"
707,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",1047,61.900000000000006,53.800000000000004,8.2,0,78.8,7.800000000000001,1906,"Meat,Sandwich,Wrap"
708,"Chef_Salad,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",961,59.00000000000001,52.0,7.4,0,64.1,7.800000000000001,1778,"Meat,Salad,Sandwich,Wrap"
709,"Chicken_Caesar_Salad,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",950,61.400000000000006,51.2,7.4,0,61.0,8.4,1765,"Meat,Salad,Sandwich,Wrap"
710,"Ham_Cheese_&_Pickle_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",933,58.900000000000006,42.49999999999999,6.6,0,78.9,9.7,1891,"Meat,Sandwich,Wrap"
711,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",991,61.2,46.199999999999996,6.6,0,82.6,8.6,1965,"Meat,Sandwich,Wrap"
712,"Ham_Cheese_&_Pickle_Sandwich,Chef_Salad,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",905,58.300000000000004,44.39999999999999,5.800000000000001,0,67.9,8.6,1837,"Meat,Salad,Sandwich,Wrap"
713,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",894,60.7,43.599999999999994,5.800000000000001,0,64.8,9.2,1824,"Meat,Salad,Sandwich,Wrap"
714,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",959,60.10000000000001,44.6,5.8,0,79.4,7.300000000000001,1812,"Meat,Sandwich,Wrap"
715,"Chef_Salad,Super_Club_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",873,57.20000000000001,42.8,5.0,0,64.7,7.300000000000001,1684,"Meat,Salad,Sandwich,Wrap"
716,"Chicken_Caesar_Salad,Super_Club_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",862,59.60000000000001,42.0,5.0,0,61.60000000000001,7.9,1671,"Meat,Salad,Sandwich,Wrap"
717,"Chef_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",931,59.50000000000001,46.5,5.0,0,68.4,6.199999999999999,1758,"Meat,Salad,Sandwich,Wrap"
718,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",920,61.900000000000006,45.699999999999996,5.0,0,65.3,6.8,1745,"Meat,Salad,Sandwich,Wrap"
719,"Chicken_Caesar_Salad,Chef_Salad,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",834,59.00000000000001,43.9,4.2,0,50.6,6.8,1617,"Meat,Salad,Wrap"
720,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",891,60.400000000000006,43.400000000000006,10.0,0,64.7,8.2,1785,"Meat,Sandwich,Wrap"
721,"Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",859,59.300000000000004,41.800000000000004,9.2,0,61.5,6.9,1632,"Meat,Sandwich,Wrap"
722,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",917,61.6,45.50000000000001,9.2,0,65.2,5.800000000000001,1706,"Meat,Sandwich,Wrap"
723,"Caesar_Chicken_Cold_Wrap,Chef_Salad,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",831,58.7,43.7,8.4,0,50.5,5.800000000000001,1578,"Meat,Salad,Sandwich,Wrap"
724,"Caesar_Chicken_Cold_Wrap,Chicken_Caesar_Salad,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",820,61.1,42.900000000000006,8.4,0,47.400000000000006,6.4,1565,"Meat,Salad,Sandwich,Wrap"
725,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",803,58.60000000000001,34.2,7.6,0,65.3,7.7,1691,"Meat,Sandwich,Wrap"
726,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",861,60.900000000000006,37.9,7.6,0,69.0,6.6,1765,"Meat,Sandwich,Wrap"
727,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Chef_Salad,Herbs_Chicken_Breast",775,58.00000000000001,36.1,6.800000000000001,0,54.3,6.6,1637,"Meat,Salad,Sandwich,Wrap"
728,"Caesar_Chicken_Cold_Wrap,Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast",764,60.400000000000006,35.3,6.800000000000001,0,51.2,7.2,1624,"Meat,Salad,Sandwich,Wrap"
729,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",829,59.800000000000004,36.300000000000004,6.800000000000001,0,65.8,5.300000000000001,1612,"Meat,Sandwich,Wrap"
730,"Caesar_Chicken_Cold_Wrap,Chef_Salad,Super_Club_Sandwich,Herbs_Chicken_Breast",743,56.900000000000006,34.5,6.0,0,51.099999999999994,5.300000000000001,1484,"Meat,Salad,Sandwich,Wrap"
731,"Caesar_Chicken_Cold_Wrap,Chicken_Caesar_Salad,Super_Club_Sandwich,Herbs_Chicken_Breast",732,59.300000000000004,33.7,6.0,0,48.0,5.9,1471,"Meat,Salad,Sandwich,Wrap"
732,"Caesar_Chicken_Cold_Wrap,Chef_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",801,59.2,38.2,6.0,0,54.8,4.2,1558,"Meat,Salad,Sandwich,Wrap"
733,"Caesar_Chicken_Cold_Wrap,Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",790,61.6,37.4,6.0,0,51.7,4.8,1545,"Meat,Salad,Sandwich,Wrap"
734,"Caesar_Chicken_Cold_Wrap,Chicken_Caesar_Salad,Chef_Salad,Herbs_Chicken_Breast",704,58.7,35.6,5.199999999999999,0,37.0,4.8,1417,"Meat,Salad,Wrap"
735,"Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",739,47.10000000000001,37.4,8.9,0,53.599999999999994,8.4,1679,"Meat,Sandwich"
736,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",797,49.400000000000006,41.1,8.9,0,57.3,7.300000000000001,1753,"Meat,Sandwich"
737,"Ham_Cheese_&_Pickle_Sandwich,Chef_Salad,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",711,46.50000000000001,39.3,8.1,0,42.599999999999994,7.300000000000001,1625,"Meat,Salad,Sandwich"
738,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",700,48.900000000000006,38.5,8.1,0,39.5,7.9,1612,"Meat,Salad,Sandwich"
739,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",765,48.300000000000004,39.5,8.1,0,54.1,6.0,1600,"Meat,Sandwich"
740,"Chef_Salad,Bacon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",679,45.400000000000006,37.7,7.299999999999999,0,39.4,6.0,1472,"Meat,Salad,Sandwich"
741,"Chicken_Caesar_Salad,Bacon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",668,47.800000000000004,36.9,7.299999999999999,0,36.300000000000004,6.6000000000000005,1459,"Meat,Salad,Sandwich"
742,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Chef_Salad,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",737,47.7,41.400000000000006,7.299999999999999,0,43.099999999999994,4.9,1546,"Meat,Salad,Sandwich"
743,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Chicken_Caesar_Salad,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",726,50.1,40.6,7.299999999999999,0,40.0,5.5,1533,"Meat,Salad,Sandwich"
744,"Chicken_Caesar_Salad,Chef_Salad,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",640,47.2,38.8,6.5,0,25.3,5.5,1405,"Meat,Salad,Sandwich"
745,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",709,47.6,31.9,6.5,0,57.900000000000006,6.800000000000001,1659,"Meat,Sandwich"
746,"Ham_Cheese_&_Pickle_Sandwich,Chef_Salad,Super_Club_Sandwich,Herbs_Chicken_Breast",623,44.7,30.1,5.699999999999999,0,43.2,6.800000000000001,1531,"Meat,Salad,Sandwich"
747,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",612,47.1,29.3,5.699999999999999,0,40.10000000000001,7.4,1518,"Meat,Salad,Sandwich"
748,"Ham_Cheese_&_Pickle_Sandwich,Chef_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",681,47.00000000000001,33.8,5.699999999999999,0,46.9,5.699999999999999,1605,"Meat,Salad,Sandwich"
749,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",670,49.400000000000006,33.0,5.699999999999999,0,43.800000000000004,6.3,1592,"Meat,Salad,Sandwich"
750,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Chef_Salad,Herbs_Chicken_Breast",584,46.5,31.200000000000003,4.9,0,29.1,6.3,1464,"Meat,Salad,Sandwich"
751,"Chef_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",649,45.9,32.2,4.9,0,43.7,4.4,1452,"Meat,Salad,Sandwich"
752,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",638,48.3,31.4,4.9,0,40.60000000000001,5.0,1439,"Meat,Salad,Sandwich"
753,"Chicken_Caesar_Salad,Chef_Salad,Super_Club_Sandwich,Herbs_Chicken_Breast",552,45.4,29.6,4.1,0,25.900000000000002,5.0,1311,"Meat,Salad,Sandwich"
754,"Chicken_Caesar_Salad,Chef_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",610,47.7,33.3,4.1,0,29.6,3.9000000000000004,1385,"Meat,Salad,Sandwich"
755,"Peking_Duck_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",539,70.8,11.4,2.9,0,38.5,7.6,2391,"Meat,Wrap"
756,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",582,74.5,16.2,2.5,0,34.7,4.3,2159,"Meat,Wrap"
757,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",789,83.3,27.9,2.5,0,51.4,6.5,2240,"Meat,Wrap"
758,"Caesar_Chicken_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",659,83.0,19.6,3.5,0,37.8,4.5,2040,"Meat,Wrap"
759,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",595,71.5,22.8,4.8,0,26.1,5.2,2028,"Meat,Sandwich"
760,"Ham_Cheese_&_Pickle_Sandwich,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",539,70.8,15.2,3.2,0,29.9,6.0,2087,"Meat,Sandwich"
761,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast,Super_Club_Sandwich",507,69.7,13.600000000000001,2.4,0,26.700000000000003,4.7,1934,"Meat,Sandwich"
762,"Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",565,72.0,17.3,2.4,0,30.4,3.6,2008,"Meat,Sandwich"
763,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast,Chef_Salad",479,69.1,15.5,1.6,0,15.7,3.6,1880,"Meat,Salad"
764,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",468,71.5,14.7,1.6,0,12.6,4.2,1867,"Meat,Salad"
765,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Peking_Duck_Cold_Wrap",662,61.599999999999994,20.4,4.9,0,58.10000000000001,7.8999999999999995,2362,"Meat,Wrap"
766,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Peking_Duck_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",869,70.39999999999999,32.1,4.9,0,74.80000000000001,10.1,2443,"Meat,Wrap"
767,"Caesar_Chicken_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Peking_Duck_Cold_Wrap",739,70.1,23.8,5.9,0,61.2,8.1,2243,"Meat,Wrap"
768,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Peking_Duck_Cold_Wrap",675,58.599999999999994,27.0,7.199999999999999,0,49.5,8.8,2231,"Meat,Sandwich,Wrap"
769,"Ham_Cheese_&_Pickle_Sandwich,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Peking_Duck_Cold_Wrap",619,57.89999999999999,19.4,5.6,0,53.300000000000004,9.6,2290,"Meat,Sandwich,Wrap"
770,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Peking_Duck_Cold_Wrap,Super_Club_Sandwich",587,56.8,17.8,4.8,0,50.10000000000001,8.3,2137,"Meat,Sandwich,Wrap"
771,"Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Peking_Duck_Cold_Wrap",645,59.099999999999994,21.5,4.8,0,53.800000000000004,7.199999999999999,2211,"Meat,Sandwich,Wrap"
772,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Peking_Duck_Cold_Wrap,Chef_Salad",559,56.199999999999996,19.700000000000003,4.0,0,39.1,7.199999999999999,2083,"Meat,Salad,Wrap"
773,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Peking_Duck_Cold_Wrap",548,58.599999999999994,18.9,4.0,0,36.00000000000001,7.8,2070,"Meat,Salad,Wrap"
774,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",912,74.1,36.9,4.5,0,71.0,6.8,2211,"Meat,Wrap"
775,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Caesar_Chicken_Cold_Wrap",782,73.8,28.6,5.5,0,57.4,4.8,2011,"Meat,Wrap"
776,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast",718,62.3,31.8,6.8,0,45.7,5.5,1999,"Meat,Sandwich,Wrap"
777,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Ham_Cheese_&_Pickle_Sandwich",662,61.599999999999994,24.2,5.2,0,49.5,6.3,2058,"Meat,Sandwich,Wrap"
778,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Super_Club_Sandwich",630,60.5,22.6,4.4,0,46.3,5.0,1905,"Meat,Sandwich,Wrap"
779,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast",688,62.8,26.299999999999997,4.4,0,50.0,3.9,1979,"Meat,Sandwich,Wrap"
780,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Chef_Salad",602,59.9,24.5,3.6,0,35.3,3.9,1851,"Meat,Salad,Wrap"
781,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Chicken_Caesar_Salad",591,62.3,23.7,3.6,0,32.2,4.5,1838,"Meat,Salad,Wrap"
782,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",989,82.6,40.3,5.5,0,74.1,7.0,2092,"Meat,Wrap"
783,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",925,71.1,43.5,6.8,0,62.400000000000006,7.7,2080,"Meat,Sandwich,Wrap"
784,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",869,70.39999999999999,35.9,5.2,0,66.2,8.5,2139,"Meat,Sandwich,Wrap"
785,"Super_Club_Sandwich,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",837,69.3,34.3,4.4,0,63.0,7.2,1986,"Meat,Sandwich,Wrap"
786,"Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",895,71.6,38.0,4.4,0,66.7,6.1,2060,"Meat,Sandwich,Wrap"
787,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Chef_Salad,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",809,68.69999999999999,36.2,3.6,0,52.0,6.1,1932,"Meat,Salad,Wrap"
788,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",798,71.1,35.4,3.6,0,48.900000000000006,6.7,1919,"Meat,Salad,Wrap"
789,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Caesar_Chicken_Cold_Wrap",795,70.8,35.2,7.8,0,48.8,5.7,1880,"Meat,Sandwich,Wrap"
790,"Ham_Cheese_&_Pickle_Sandwich,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Caesar_Chicken_Cold_Wrap",739,70.1,27.6,6.2,0,52.6,6.5,1939,"Meat,Sandwich,Wrap"
791,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Caesar_Chicken_Cold_Wrap,Super_Club_Sandwich",707,69.0,26.0,5.4,0,49.400000000000006,5.2,1786,"Meat,Sandwich,Wrap"
792,"Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Caesar_Chicken_Cold_Wrap",765,71.3,29.700000000000003,5.4,0,53.1,4.1,1860,"Meat,Sandwich,Wrap"
793,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Caesar_Chicken_Cold_Wrap,Chef_Salad",679,68.39999999999999,27.900000000000002,4.6,0,38.4,4.1,1732,"Meat,Salad,Wrap"
794,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Caesar_Chicken_Cold_Wrap",668,70.8,27.1,4.6,0,35.300000000000004,4.7,1719,"Meat,Salad,Wrap"
795,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Ham_Cheese_&_Pickle_Sandwich",675,58.599999999999994,30.8,7.5,0,40.9,7.2,1927,"Meat,Sandwich"
796,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Super_Club_Sandwich",643,57.5,29.200000000000003,6.699999999999999,0,37.7,5.9,1774,"Meat,Sandwich"
797,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast",701,59.8,32.9,6.699999999999999,0,41.4,4.800000000000001,1848,"Meat,Sandwich"
798,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Chef_Salad",615,56.9,31.1,5.9,0,26.7,4.800000000000001,1720,"Meat,Salad,Sandwich"
799,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast",604,59.3,30.3,5.9,0,23.599999999999998,5.4,1707,"Meat,Salad,Sandwich"
800,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Ham_Cheese_&_Pickle_Sandwich,Super_Club_Sandwich",587,56.8,21.6,5.1,0,41.5,6.7,1833,"Meat,Sandwich"
